roll,name,salary
267,user267,80023.67508759149
268,user268,3217.2158492584035
269,user269,82884.77877185856
270,user270,246.70338923860058
271,user271,39093.51923789703
272,user272,32952.14504469834
273,user273,97079.07435753706
274,user274,74984.79514711456
275,user275,51254.22345770099
276,user276,67996.35334714956
277,user277,90510.58459506878
278,user278,24310.052783912983
279,user279,81748.45150228609
280,user280,51450.125182636075
281,user281,31572.44059262071
282,user282,8811.782271742275
283,user283,60773.58980823744
284,user284,2676.418134830161
285,user285,26009.709927442593
286,user286,36852.94366698006
287,user287,70636.12863730939
288,user288,10764.010492441823
289,user289,29409.308300630342
290,user290,93010.84875840729
291,user291,71517.93784965348
292,user292,93694.59497907598
293,user293,11874.542365075447
294,user294,93723.55930045192
295,user295,60136.96008591872
296,user296,85009.12580886506
297,user297,83873.88128661852
298,user298,11063.095589443396
299,user299,86903.82928597173
300,user300,89966.81875183477
301,user301,29802.652727775214
302,user302,61922.29245831581
303,user303,70452.01616686211
304,user304,46764.986988735924
305,user305,47324.953495163194
306,user306,16933.86651714962
307,user307,32149.003127835997
308,user308,45147.919153575036
309,user309,16388.76108599404
310,user310,86080.45734823275
311,user311,96454.21469159544
312,user312,75313.021693738
313,user313,16242.33145571764
314,user314,40710.851476756274
315,user315,41841.64615729379
316,user316,42938.48107113647
317,user317,80601.9124712554
318,user318,57271.93909966157
319,user319,53346.44252597725
320,user320,93508.83017800887
321,user321,12868.512660789022
322,user322,8893.811912567184
323,user323,49335.05449459108
324,user324,2620.0218428838907
325,user325,78782.38394539489
326,user326,51475.352384946724
327,user327,74128.25567390255
328,user328,36496.66227090326
329,user329,92045.26615632065
330,user330,38885.83838673697
331,user331,83664.94196131275
332,user332,84942.41122840598
333,user333,5709.463571236862
334,user334,74012.99231100573
335,user335,34103.92187735705
336,user336,58855.637268822014
337,user337,2054.316150527258
338,user338,91690.70361819015
339,user339,10996.223142783358
340,user340,68469.24903844325
341,user341,48829.02977956243
342,user342,3249.7920749652963
343,user343,51621.39915259327
344,user344,36233.077906221326
345,user345,62415.8435222848
346,user346,27648.522410999398
347,user347,90762.48705721818
348,user348,54623.100588498266
349,user349,42277.23033752576
350,user350,15753.84491874431
351,user351,80279.28770174665
352,user352,74284.10258543876
353,user353,85411.03827262195
354,user354,54294.95771681744
355,user355,22650.016631167102
356,user356,12153.002337876762
357,user357,66659.1428488944
358,user358,29591.07664008368
359,user359,77548.45524632081
360,user360,54363.034799417976
361,user361,20950.52659609411
362,user362,440.86464189380115
363,user363,12556.816053573782
364,user364,90375.06786017946
365,user365,2251.6327903224887
366,user366,81174.69764333646
367,user367,19154.06750067995
368,user368,54133.609683297924
369,user369,47707.72524267628
370,user370,35450.5797003602
371,user371,15504.385383308516
372,user372,96254.74387149361
373,user373,56581.424111167275
374,user374,15463.839965085024
375,user375,54221.53996862047
376,user376,81317.24918245996
377,user377,84259.56407526776
378,user378,15982.742840456633
379,user379,90637.99238345727
380,user380,85773.78224279001
381,user381,48574.72691634231
382,user382,68841.04376848185
383,user383,77342.85650915815
384,user384,31228.983821547317
385,user385,22135.805812999497
386,user386,67684.99121628594
387,user387,68840.67224142366
388,user388,70021.20821243993
389,user389,90641.4728198081
390,user390,92849.41932821303
391,user391,60286.94781135646
392,user392,49766.33205763543
393,user393,14267.954916809933
394,user394,74014.133759294
395,user395,23276.541711311405
396,user396,44400.7353899862
397,user397,91300.69821356963
398,user398,87350.82811823701
399,user399,71492.73082060883
400,user400,84568.15820451615
401,user401,15172.736852316093
402,user402,83285.21715463567
403,user403,20584.310899362423
404,user404,29876.049440516927
405,user405,86811.10993650428
406,user406,56258.14651089968
407,user407,66466.87548304806
408,user408,73427.70276943676
409,user409,8372.360400564261
410,user410,43753.018945062264
411,user411,23282.24309379001
412,user412,66497.79585657
413,user413,84193.75724819182
414,user414,12533.55420066914
415,user415,64698.68307423019
416,user416,51151.68838268405
417,user417,40361.087555334154
418,user418,52026.14473511949
419,user419,73594.1945137553
420,user420,67389.6105354509
421,user421,93183.00899859851
422,user422,72888.36426522752
423,user423,81490.95597092621
424,user424,75495.99637044662
425,user425,74101.86851286516
426,user426,72862.10880876097
427,user427,82039.08409810529
428,user428,60834.78618838976
429,user429,71731.90054226657
430,user430,8377.786394929599
431,user431,65193.86604279399
432,user432,68509.57421176798
433,user433,9193.587397502612
434,user434,33544.20864563279
435,user435,98282.09321662152
436,user436,67963.3350556328
437,user437,67773.5767843453
438,user438,48667.176330812465
439,user439,92563.2836046381
440,user440,90462.14990584165
441,user441,64612.092929182094
442,user442,39421.46908077406
443,user443,59479.16359425119
444,user444,28500.209618304594
445,user445,48708.94503222237
446,user446,55184.086153683245
447,user447,81176.91001939052
448,user448,61526.76382387313
449,user449,98325.53926455627
450,user450,91476.76476428536
451,user451,85723.79768299556
452,user452,52104.90357227776
453,user453,46522.218552781844
454,user454,27448.478500251804
455,user455,12015.927351078404
456,user456,46233.711593141015
457,user457,29149.187974855995
458,user458,86563.42628600077
459,user459,5555.911768255451
460,user460,38509.04768593594
461,user461,15442.181498806329
462,user462,35772.19596841502
463,user463,5022.897624937139
464,user464,2225.6360494017467
465,user465,76878.4174285767
466,user466,80803.61043748514
467,user467,60079.47690123436
468,user468,91369.6557538157
469,user469,4225.2017620775905
470,user470,50819.181838475466
471,user471,77364.49252729403
472,user472,27456.371823744998
473,user473,66794.04689272156
474,user474,58501.13067284153
475,user475,72336.82987166072
476,user476,42470.7473864034
477,user477,34634.417203576326
478,user478,31813.898298298038
479,user479,13265.985673303981
480,user480,81713.40361455108
481,user481,41522.49092022355
482,user482,20183.493426079724
483,user483,32396.599893432776
484,user484,44837.024388202815
485,user485,53506.972883937975
486,user486,47702.33226806875
487,user487,99729.9838701772
488,user488,91054.63850527728
489,user489,25376.747148269096
490,user490,56087.75570572864
491,user491,52718.986344461235
492,user492,5298.997205774125
493,user493,63034.06658597944
494,user494,52265.71416180057
495,user495,55148.549078452794
496,user496,20796.86569677325
497,user497,99052.09646013177
498,user498,8280.271116075077
499,user499,72648.18830717477
500,user500,98618.38309869028
501,user501,66455.87571953551
502,user502,58182.056472317156
503,user503,43211.19242586531
504,user504,61245.19575789552
505,user505,15373.627851670046
506,user506,92506.11993133597
507,user507,181.35345355897448
508,user508,44216.505064485566
509,user509,8933.892235786301
510,user510,50223.29109592518
511,user511,99203.8377451282
512,user512,2254.508678185141
513,user513,36749.60386744049
514,user514,20935.592961354476
515,user515,57196.46394101889
516,user516,84066.30582943055
517,user517,87280.92274762993
518,user518,620.9721879117169
519,user519,90746.08917885415
520,user520,1025.4203467655598
521,user521,98211.42989892722
522,user522,40522.91772428968
523,user523,92626.90024443658
524,user524,76055.54052739509
525,user525,81520.52579551969
526,user526,2761.7226053398335
527,user527,72660.35333607643
528,user528,77747.56107410774
529,user529,98690.75848471445
530,user530,46188.76808281528
531,user531,3179.383022450133
532,user532,8290.491043908189
533,user533,92420.33653028739
534,user534,87520.46632707618
535,user535,21144.05061275867
536,user536,46403.74107730355
537,user537,76111.44134240918
538,user538,8609.143357506
539,user539,55998.63816447519
540,user540,6115.616937556701
541,user541,62514.607338476744
542,user542,59851.708639214754
543,user543,44400.776920690776
544,user544,54090.78251845481
545,user545,67199.16419008758
546,user546,69964.47869685007
547,user547,68407.67879797661
548,user548,62099.76667451117
549,user549,85929.92680298613
550,user550,39671.647235047145
551,user551,32266.009076248203
552,user552,76497.60054067492
553,user553,50018.58314146644
554,user554,80089.40652625186
555,user555,40202.96362718343
556,user556,43887.68480340587
557,user557,20639.75737967425
558,user558,18946.798561126867
559,user559,79893.99490703702
560,user560,38457.01339755277
561,user561,57642.8921546025
562,user562,91473.27108299128
563,user563,65940.68449953412
564,user564,25513.517265392537
565,user565,91560.03095267832
566,user566,52654.359567723666
567,user567,27803.82988569604
568,user568,40935.0493088241
569,user569,57742.76686097658
570,user570,83033.4530309159
571,user571,44158.846493662975
572,user572,9352.411941366401
573,user573,89630.61301585668
574,user574,20293.023553407063
575,user575,72205.24324614898
576,user576,35528.888989158455
577,user577,94334.17273486104
578,user578,5928.105622338775
579,user579,87284.33605361659
580,user580,78547.86066927237
581,user581,91109.84530019044
582,user582,51747.72215054334
583,user583,77485.0599036497
584,user584,46196.3407755118
585,user585,76305.1831186776
586,user586,46760.06820467756
587,user587,13710.622416597329
588,user588,32496.105178933034
589,user589,34061.85670361085
590,user590,75424.49079522143
591,user591,99996.32535813529
592,user592,75658.5382993137
593,user593,61972.7661996168
594,user594,39193.606361394915
595,user595,30798.940644966755
596,user596,88614.98139582497
597,user597,46126.68447527403
598,user598,12741.07651617632
599,user599,96118.97547874122
600,user600,94229.4910431603
601,user601,42948.307662001826
602,user602,41148.38627289559
603,user603,6946.556811781313
604,user604,61286.99452394697
605,user605,91090.04387957258
606,user606,53184.62169851796
607,user607,19990.513454990865
608,user608,85942.04884635143
609,user609,90607.65508113104
610,user610,47549.179967214295
611,user611,79556.12034562367
612,user612,60356.38777785827
613,user613,53958.89266052896
614,user614,82925.06136541963
615,user615,76551.43427773193
616,user616,79932.93792683244
617,user617,34215.23236827357
618,user618,88817.2263714464
619,user619,14395.402907537458
620,user620,34930.285408528514
621,user621,13648.687222839428
622,user622,18644.81366999635
623,user623,59997.71020911858
624,user624,85315.33310248204
625,user625,65990.91400586565
626,user626,82779.18719601296
627,user627,63410.88747386257
628,user628,97985.27371682844
629,user629,19936.53891623087
630,user630,85413.9973825978
631,user631,17581.91378903179
632,user632,30737.52193185376
633,user633,35135.70233138967
634,user634,50474.48502039521
635,user635,74708.77038202957
636,user636,42370.17375227829
637,user637,54033.515403315905
638,user638,19471.736814968066
639,user639,86470.22281369234
640,user640,13810.703404446645
641,user641,27107.59694215322
642,user642,23867.36785896553
643,user643,37463.44586935296
644,user644,83941.65277998912
645,user645,69490.61786632733
646,user646,33830.86143633147
647,user647,85189.07207497318
648,user648,113.33527375052554
649,user649,25533.906067421274
650,user650,8311.32545150699
651,user651,43523.921897997374
652,user652,9868.285703257307
653,user653,64375.63252581062
654,user654,70691.13870691319
655,user655,7715.820531340079
656,user656,75114.349037125
657,user657,6834.5750174707455
658,user658,7601.164584370034
659,user659,33789.96152969979
660,user660,81803.87403035304
661,user661,76818.91961803497
662,user662,71364.0024883146
663,user663,15731.408907879862
664,user664,43536.48400943587
665,user665,99348.39080637928
666,user666,61078.49580977071
667,user667,71965.39050356788
668,user668,26584.730249903565
669,user669,31636.922007004887
670,user670,28397.976491593545
671,user671,32933.969569705136
672,user672,20015.371828928473
673,user673,87723.27645328555
674,user674,50539.9575851623
675,user675,10352.826482023169
676,user676,97557.55182155654
677,user677,71923.93038538589
678,user678,12550.40988132915
679,user679,77198.0291538972
680,user680,66830.2218370019
681,user681,58994.60992271125
682,user682,13747.622523199987
683,user683,55479.38276630998
684,user684,44722.57040203896
685,user685,31786.7117948342
686,user686,62644.94562823546
687,user687,54855.38337830117
688,user688,3601.883100538905
689,user689,11039.605484568616
690,user690,3405.6301909671793
691,user691,6384.393889428341
692,user692,97003.75546704888
693,user693,8609.599038108683
694,user694,29479.67733012419
695,user695,53962.44248385191
696,user696,6568.1891453155395
697,user697,36936.26525855475
698,user698,35590.52814924582
699,user699,44824.854079883895
700,user700,59295.44810143554
701,user701,51805.071444657566
702,user702,80322.71951457672
703,user703,71602.01922347692
704,user704,91891.54688253658
705,user705,69323.14492119433
706,user706,65272.48354636257
707,user707,52593.09885674725
708,user708,7953.049989401185
709,user709,89907.71690266082
710,user710,57650.356159992465
711,user711,31542.45817855066
712,user712,81523.54516144001
713,user713,72240.18669550668
714,user714,41438.85665682938
715,user715,64104.42361189031
716,user716,69954.53766460049
717,user717,10594.581940864411
718,user718,98385.36082354111
719,user719,2032.4199463875314
720,user720,21655.035189260165
721,user721,17894.675731738185
722,user722,19763.732660370493
723,user723,65241.83205651879
724,user724,75554.50941942923
725,user725,95834.56108082912
726,user726,39758.42511175647
727,user727,89625.07494864019
728,user728,69525.50689538542
729,user729,65673.66769004651
730,user730,46603.83154079613
731,user731,91030.38317538504
732,user732,15336.546396534668
733,user733,1669.2458398187005
734,user734,6123.159397081224
735,user735,2828.209356387035
736,user736,49310.08617610371
737,user737,56359.16604364082
738,user738,88006.28159387599
739,user739,17648.17002306225
740,user740,74568.68868859152
741,user741,46617.33470976887
742,user742,49229.69795560229
743,user743,70028.06452873327
744,user744,32895.551736731606
745,user745,15364.988392657853
746,user746,55343.359987523276
747,user747,26476.68232162954
748,user748,33430.25250527642
749,user749,231.1172706389586
750,user750,50618.64766755674
751,user751,7807.171849674876
752,user752,29020.50073521806
753,user753,42846.621148677754
754,user754,87242.18458992941
755,user755,19673.106375219417
756,user756,30220.01346817542
757,user757,76187.71710413565
758,user758,55868.93112649133
759,user759,37589.47845417643
760,user760,27653.638278050228
761,user761,25607.561186572202
762,user762,47903.87554754951
763,user763,26598.905410898864
764,user764,47467.61385467283
765,user765,53971.15311305444
766,user766,60805.714584935224
767,user767,48959.619486802694
768,user768,24236.55228524193
769,user769,72555.04625871868
770,user770,19629.2601877491
771,user771,99134.56337821983
772,user772,53623.840560566874
773,user773,4315.099655923471
774,user774,27637.148395929555
775,user775,710.8305447062202
776,user776,5685.022812820673
777,user777,58793.470305569776
778,user778,800.358204247309
779,user779,44263.19995260034
780,user780,78283.10288435845
781,user781,66639.95127858402
782,user782,30667.40925546575
783,user783,21642.685289892084
784,user784,42304.438314010586
785,user785,32559.984930470488
786,user786,25262.90339207037
787,user787,2130.7069729810555
788,user788,89153.4055967195
789,user789,21108.8610998743
790,user790,16923.666212036103
791,user791,49632.356330662966
792,user792,54161.35117143443
793,user793,86689.80242845729
794,user794,19491.852198241355
795,user795,57565.0696036932
796,user796,8988.656072200329
797,user797,88392.07439309727
798,user798,79158.27159784557
799,user799,8407.028591075916
800,user800,14147.387189903793
801,user801,95322.4394899764
802,user802,44347.488559794714
803,user803,23102.142819150697
804,user804,39913.74066062668
805,user805,75416.71965127549
806,user806,57660.176336078504
807,user807,19470.0744117696
808,user808,33802.67450874064
809,user809,27476.420501810615
810,user810,18179.587496234028
811,user811,82514.74109438538
812,user812,70878.94976905681
813,user813,54505.684778633666
814,user814,24245.995844390833
815,user815,55028.827168531236
816,user816,95096.57862346538
817,user817,84189.41533473728
818,user818,8575.767131618528
819,user819,91825.56435129
820,user820,28091.96245750264
821,user821,78729.31953246379
822,user822,8785.377361466517
823,user823,22607.597463930575
824,user824,38320.47250042423
825,user825,21603.578149534762
826,user826,8264.793357224553
827,user827,23731.28481171464
828,user828,33982.152734686424
829,user829,17341.467627719685
830,user830,10261.44961566241
831,user831,88513.53268554664
832,user832,55717.05188184111
833,user833,35982.550052252314
834,user834,17506.880880450415
835,user835,88333.2665394318
836,user836,16946.39491525648
837,user837,82029.28799630556
838,user838,96427.51398948189
839,user839,15157.84018862597
840,user840,69726.97426083068
841,user841,72653.21182356952
842,user842,50662.734275255796
843,user843,10872.085436597912
844,user844,95214.1339700563
845,user845,88585.49368229802
846,user846,66503.75225898119
847,user847,20659.13445042472
848,user848,27840.194616332046
849,user849,80926.10209059402
850,user850,55516.42936773641
851,user851,22347.79170269686
852,user852,43462.71297965959
853,user853,38680.453524219716
854,user854,35678.88595670313
855,user855,41024.66759918824
856,user856,91850.47160744928
857,user857,49485.41469498358
858,user858,64165.76258727515
859,user859,46915.02573673258
860,user860,51499.49921415368
861,user861,35765.06005528654
862,user862,71512.9972721308
863,user863,17578.268633948057
864,user864,21540.805226721393
865,user865,30302.82837699123
866,user866,9332.729765378455
867,user867,46371.58610434361
868,user868,32520.747253416183
869,user869,57513.51237679638
870,user870,77159.9670117604
871,user871,63253.905221391484
872,user872,97473.8755985635
873,user873,31291.25514545692
874,user874,95319.79731642581
875,user875,54152.553349690315
876,user876,83216.50237975715
877,user877,3334.1725256092914
878,user878,52651.92222027512
879,user879,3317.521677362112
880,user880,66989.248655395
881,user881,27545.94137889207
882,user882,7265.667394883147
883,user883,6781.048006927015
884,user884,99394.67320959004
885,user885,48820.82447443961
886,user886,85984.80588414661
887,user887,80185.52878277506
888,user888,26706.638940889683
889,user889,56262.288189279454
890,user890,47431.42750616581
891,user891,60833.26027812558
892,user892,12661.868128667942
893,user893,76722.87445995933
894,user894,16069.839785955532
895,user895,41286.00368347313
896,user896,78360.7495402759
897,user897,44138.67394537055
898,user898,91195.38771436675
899,user899,45123.690348038224
900,user900,41255.86846780507
901,user901,10367.589081887862
902,user902,90724.33971079024
903,user903,56799.07931009843
904,user904,77287.78100968848
905,user905,89663.70647115001
906,user906,33902.16242704081
907,user907,66292.95731157204
908,user908,49064.231688725624
909,user909,20485.810835391872
910,user910,4423.271019940078
911,user911,76558.368954132
912,user912,48445.21344863008
913,user913,65381.40734905253
914,user914,89031.84597254817
915,user915,9076.955287878442
916,user916,33728.00626632435
917,user917,75274.57062860011
918,user918,93877.67973669
919,user919,74639.59784507059
920,user920,76222.10899257657
921,user921,86659.55133072972
922,user922,88210.30973360623
923,user923,96406.33053443424
924,user924,51783.71338452542
925,user925,84752.53536624476
926,user926,67387.1033132854
927,user927,60123.27124044933
928,user928,16288.723350430733
929,user929,99946.20954757482
930,user930,24408.615746706088
931,user931,55829.689038972465
932,user932,7283.035033572715
933,user933,10180.611734977663
934,user934,51073.38265981427
935,user935,97171.61345184823
936,user936,60450.04345722844
937,user937,76973.26886485418
938,user938,92163.0903980025
939,user939,89414.28322589236
940,user940,33446.75509000092
941,user941,17317.06139473982
942,user942,41184.661725425976
943,user943,4772.392819703031
944,user944,36392.45760254456
945,user945,68954.05687319732
946,user946,90388.66019972228
947,user947,44109.46251780945
948,user948,3776.271073787629
949,user949,65454.92792837555
950,user950,82514.28492306545
951,user951,96844.3913243088
952,user952,82294.16427197758
953,user953,81023.38161869123
954,user954,88651.05798957976
955,user955,26657.44596075721
956,user956,85526.31522224979
957,user957,87735.95161440494
958,user958,60854.22334848842
959,user959,44385.615941395954
960,user960,41107.001148510935
961,user961,37899.95831780173
962,user962,17093.636119581613
963,user963,72334.87350928326
964,user964,21568.066795577488
965,user965,56248.80518870761
966,user966,68659.82743069433
967,user967,7652.4473107374315
968,user968,28683.1402539382
969,user969,63273.83633041282
970,user970,18834.97705067757
971,user971,92257.12599766311
972,user972,62298.20303947799
973,user973,60823.60950546885
974,user974,64963.671661416345
975,user975,79765.44755329129
976,user976,50584.710125850754
977,user977,10749.261095043716
978,user978,92847.1621498408
979,user979,46522.20206388785
980,user980,91789.54017950188
981,user981,12251.677237654734
982,user982,21367.17575912306
983,user983,97733.43509940719
984,user984,85304.90545381728
985,user985,19909.750304621597
986,user986,41345.498612728436
987,user987,40971.168319434146
988,user988,7395.330837355296
989,user989,65411.08458062531
990,user990,67724.29120013444
991,user991,21817.67446669467
992,user992,55462.99379188346
993,user993,59124.43295076297
994,user994,81333.4805191657
995,user995,78037.23275745616
996,user996,64708.159690299406
997,user997,29788.041536270448
998,user998,78585.68483665677
999,user999,79308.55069722535
1000,user1000,99516.83440907061
1001,user1001,10162.473948819228
1002,user1002,69603.109362273
1003,user1003,75465.35558204756
1004,user1004,68420.08448585901
1005,user1005,6072.102295905813
1006,user1006,17159.79446178113
1007,user1007,86198.14022596712
1008,user1008,1021.8591092357343
1009,user1009,58943.94105677615
1010,user1010,96891.98600554279
1011,user1011,29098.001472619595
1012,user1012,62656.793311984286
1013,user1013,55540.580679439314
1014,user1014,74277.07112542691
1015,user1015,31807.493154227774
1016,user1016,57512.88745536304
1017,user1017,574.43830131797
1018,user1018,800.6131228007529
1019,user1019,42717.76275967851
1020,user1020,91688.00414355559
1021,user1021,36118.59172278065
1022,user1022,24891.11524947053
1023,user1023,33757.29067728442
1024,user1024,31825.113622041645
1025,user1025,31074.86123035914
1026,user1026,87587.13768213312
1027,user1027,46273.19609260166
1028,user1028,11320.581350227032
1029,user1029,50894.15960145747
1030,user1030,97410.13301634068
1031,user1031,70938.94195762638
1032,user1032,23248.401821601317
1033,user1033,39710.975148385194
1034,user1034,64503.282287826245
1035,user1035,31431.265784006668
1036,user1036,91230.9138944904
1037,user1037,98424.02475291751
1038,user1038,92219.4888019423
1039,user1039,65460.00566067014
1040,user1040,71549.77453034247
1041,user1041,57143.479196953405
1042,user1042,48544.52779168589
1043,user1043,56040.76844585965
1044,user1044,32742.70353147034
1045,user1045,25706.761850852978
1046,user1046,62108.89846214741
1047,user1047,490.2974320007747
1048,user1048,32425.604354741034
1049,user1049,47735.0839178284
1050,user1050,74970.5669705932
1051,user1051,14745.762544322837
1052,user1052,18669.92515003305
1053,user1053,74934.4287821858
1054,user1054,83647.03229109918
1055,user1055,23563.16743845478
1056,user1056,24572.62417610202
1057,user1057,33580.0420915117
1058,user1058,78357.52445652478
1059,user1059,65719.47933895723
1060,user1060,35118.65861946313
1061,user1061,30813.069894179178
1062,user1062,67343.5949871854
1063,user1063,1467.88855738329
1064,user1064,87237.38078801177
1065,user1065,46632.116734078976
